label,offered_qps,run,idx,status,wall_s,queue_time_s,ttft_s,total_time_s,output_tps,prompt_tokens,cached_prompt_tokens,generated_tokens,preemptions
simple-baseline,4.0,2,57,200,5.0315824169665575,4.73132,4.78416,5.02823,127.01229,63,0,32,0
simple-baseline,4.0,2,58,200,4.720414542127401,4.42757,4.49831,4.71808,141.05522,65,0,32,0
simple-baseline,4.0,2,59,200,4.580842375056818,4.27662,4.34833,4.57823,134.84116,66,0,32,0
simple-baseline,4.0,2,60,200,4.737860125023872,4.44683,4.50277,4.73548,133.21311,64,0,32,0
simple-baseline,4.0,2,61,200,4.70391537505202,4.38744,4.45998,4.70024,129.02834,65,0,32,0
simple-baseline,4.0,2,62,200,4.085071499925107,3.77098,3.825,4.0762,123.40455,62,0,32,0
simple-baseline,4.0,2,63,200,4.352044084109366,4.00648,4.06226,4.34745,108.69653,62,0,32,0
simple-baseline,4.0,2,64,200,4.681803417159244,4.29494,4.34755,4.66296,98.28545,64,0,32,0
simple-baseline,4.0,2,65,200,4.629254208877683,4.25877,4.34464,4.6229,111.40825,65,0,32,0
simple-baseline,4.0,2,66,200,4.710881625069305,4.3527,4.40999,4.7017,106.27181,63,0,32,0
simple-baseline,4.0,2,67,200,4.407471624901518,4.12098,4.17764,4.40361,137.18853,63,0,32,0
simple-baseline,4.0,2,68,200,4.592235291842371,4.26177,4.33351,4.58517,123.17942,65,0,32,0
simple-baseline,4.0,2,69,200,4.88287837500684,4.4482,4.55082,4.87709,95.01188,63,0,32,0
simple-baseline,4.0,2,70,200,5.127924042055383,4.77121,4.85208,5.12177,114.94516,65,0,32,0
simple-baseline,4.0,2,71,200,5.343751208856702,4.97083,5.04199,5.33955,104.18278,66,0,32,0
simple-baseline,4.0,2,72,200,5.690392417134717,5.30374,5.35771,5.68377,95.07415,64,0,32,0
simple-baseline,4.0,2,73,200,4.844583874801174,4.4779,4.55289,4.837,109.11433,65,0,32,0
simple-baseline,4.0,2,74,200,5.1356699171010405,4.80168,4.85474,5.129,113.0293,62,0,32,0
simple-baseline,4.0,2,75,200,5.451053166994825,5.07183,5.1269,5.44834,96.44195,62,0,32,0
simple-baseline,4.0,2,76,200,5.648583333939314,5.29927,5.35269,5.64613,105.64141,64,0,32,0
simple-baseline,4.0,2,77,200,5.406113791977987,5.10735,5.17945,5.40279,138.79823,65,0,32,0
simple-baseline,4.0,2,78,200,5.539881250122562,5.26251,5.31623,5.5346,141.95837,63,0,32,0
simple-baseline,4.0,2,79,200,5.732724958099425,5.45695,5.51147,5.72884,142.60878,63,0,32,0
simple-baseline,4.0,2,80,200,5.9402413330972195,5.63571,5.70702,5.93184,137.89256,65,0,32,0
simple-baseline,4.0,2,81,200,6.194046791875735,5.89552,5.95485,6.18683,133.63137,63,0,32,0
simple-baseline,5.0,0,0,200,0.2804384168703109,0.00044,0.04932,0.27689,136.2196,63,0,32,0
simple-baseline,5.0,0,1,200,0.34657516703009605,0.07177,0.12483,0.34379,141.5798,64,0,32,0
simple-baseline,5.0,0,2,200,0.6149769169278443,0.33807,0.39212,0.61231,140.79198,61,0,32,0
simple-baseline,5.0,0,3,200,0.8058459998574108,0.52801,0.58193,0.80351,139.90716,61,0,32,0
simple-baseline,5.0,0,4,200,0.8950008749961853,0.57806,0.6322,0.8898,120.34241,63,0,32,0
simple-baseline,5.0,0,5,200,1.170266249915585,0.86239,0.91458,1.16605,123.27394,64,0,32,0
simple-baseline,5.0,0,6,200,0.3716180841438472,0.00072,0.05969,0.36469,101.64096,62,0,32,0
simple-baseline,5.0,0,7,200,0.4066350420471281,0.1025,0.15822,0.4043,125.97542,62,0,32,0
simple-baseline,5.0,0,8,200,0.34130158298648894,0.00066,0.05542,0.33608,110.45245,64,0,32,0
simple-baseline,5.0,0,9,200,0.6377555828075856,0.28951,0.34189,0.63061,107.36949,62,0,32,0
simple-baseline,5.0,0,10,200,0.9333309589419514,0.62588,0.69944,0.92872,135.20353,65,0,32,0
simple-baseline,5.0,0,11,200,0.8869570000097156,0.57478,0.64792,0.87923,134.02071,66,0,32,0
simple-baseline,5.0,0,12,200,0.6976934159174562,0.41056,0.46641,0.69568,135.21144,64,0,32,0
simple-baseline,5.0,0,13,200,0.7068470409139991,0.39653,0.47191,0.70449,133.28792,65,0,32,0
simple-baseline,5.0,0,14,200,0.5989678339101374,0.31165,0.36791,0.59683,135.42063,62,0,32,0
simple-baseline,5.0,0,15,200,0.5366210830397904,0.2574,0.3125,0.53455,139.61262,62,0,32,0
simple-baseline,5.0,0,16,200,0.6753755840472877,0.39759,0.4512,0.67326,139.60167,64,0,32,0
simple-baseline,5.0,0,17,200,0.9581982081290334,0.66198,0.7336,0.95601,139.38201,65,0,32,0
simple-baseline,5.0,0,18,200,0.7972719590179622,0.51771,0.57092,0.79516,138.2425,63,0,32,0
simple-baseline,5.0,0,19,200,0.8050333331339061,0.52887,0.58276,0.80314,140.66328,63,0,32,0
simple-baseline,5.0,0,20,200,1.002260624896735,0.70817,0.77896,1.0003,140.05629,65,0,32,0
simple-baseline,5.0,0,21,200,1.0735961250029504,0.79503,0.84875,1.0715,139.17005,63,0,32,0
simple-baseline,5.0,0,22,200,1.3442771669942886,1.04574,1.11731,1.34213,137.88998,65,0,32,0
simple-baseline,5.0,0,23,200,1.596811082912609,1.22119,1.29257,1.58795,104.95243,66,0,32,0
simple-baseline,5.0,0,24,200,1.76269720797427,1.39576,1.44926,1.75905,100.0665,64,0,32,0
simple-baseline,5.0,0,25,200,2.0924901249818504,1.73665,1.80979,2.08468,112.77561,65,0,32,0
simple-baseline,5.0,0,26,200,2.406100125052035,2.06295,2.11721,2.39972,109.73419,62,0,32,0
simple-baseline,5.0,0,27,200,2.3663475830107927,2.03949,2.09416,2.36199,115.74715,62,0,32,0
simple-baseline,5.0,0,28,200,2.229626083979383,1.90538,1.96019,2.22622,116.52721,64,0,32,0
simple-baseline,5.0,0,29,200,2.4620577078312635,2.11151,2.18237,2.45814,112.41432,65,0,32,0
simple-baseline,5.0,0,30,200,2.7711356671061367,2.40546,2.463,2.7685,101.47384,63,0,32,0
simple-baseline,5.0,0,31,200,2.8792666669469327,2.54594,2.5995,2.87201,113.75795,63,0,32,0
simple-baseline,5.0,0,32,200,2.8547517920378596,2.44674,2.51681,2.84953,93.17128,65,0,32,0
simple-baseline,5.0,0,33,200,3.0494880829937756,2.76611,2.81975,3.04465,137.83618,63,0,32,0
simple-baseline,5.0,0,34,200,3.3272683329414576,2.92512,3.00067,3.31958,97.20519,65,0,32,0
simple-baseline,5.0,0,35,200,3.1288780411705375,2.72592,2.79575,3.12389,94.47158,66,0,32,0
simple-baseline,5.0,0,36,200,3.3246810839045793,3.03809,3.09493,3.32162,136.75226,64,0,32,0
simple-baseline,5.0,0,37,200,3.4865921249147505,3.11943,3.19159,3.47424,109.67389,65,0,32,0
simple-baseline,5.0,0,38,200,3.301754374988377,2.93492,2.9867,3.29255,101.35722,62,0,32,0
simple-baseline,5.0,0,39,200,3.574389582965523,3.23109,3.28668,3.56989,109.4592,62,0,32,0
simple-baseline,5.0,0,40,200,3.6964563748333603,3.35145,3.4046,3.68487,110.60963,64,0,32,0
simple-baseline,5.0,0,41,200,3.8992999580223113,3.59328,3.66731,3.89033,139.00145,65,0,32,0
simple-baseline,5.0,0,42,200,3.8184371669776738,3.53924,3.59361,3.81442,140.39656,63,0,32,0
simple-baseline,5.0,0,43,200,3.9183535410556942,3.63965,3.69375,3.91586,139.56876,63,0,32,0
simple-baseline,5.0,0,44,200,4.149503750028089,3.84882,3.92031,4.14156,140.11154,65,0,32,0
simple-baseline,5.0,0,45,200,3.580765125108883,3.30291,3.35694,3.57877,139.7477,63,0,32,0
simple-baseline,5.0,0,46,200,3.6349315410479903,3.33457,3.40632,3.62874,139.3758,65,0,32,0
simple-baseline,5.0,0,47,200,3.8660887922160327,3.56983,3.64151,3.86286,140.05091,66,0,32,0
simple-baseline,5.0,0,48,200,3.832885750103742,3.55549,3.60949,3.8308,140.0783,64,0,32,0
simple-baseline,5.0,0,49,200,3.848206707974896,3.55193,3.62322,3.84474,139.93632,65,0,32,0
simple-baseline,5.0,0,50,200,3.868633790872991,3.58845,3.64234,3.86547,138.92719,62,0,32,0
simple-baseline,5.0,0,51,200,3.8069083341397345,3.52178,3.5756,3.79675,140.17421,62,0,32,0
simple-baseline,5.0,0,52,200,3.752402832964435,3.47971,3.53312,3.74861,143.85827,64,0,32,0
simple-baseline,5.0,0,53,200,4.007276750169694,3.71534,3.78608,4.00274,143.07984,65,0,32,0
simple-baseline,5.0,0,54,200,4.096991833066568,3.81962,3.87332,4.08956,143.35931,63,0,32,0
simple-baseline,5.0,0,55,200,4.278757499996573,3.99857,4.05217,4.27011,142.24272,63,0,32,0
simple-baseline,5.0,0,56,200,4.356056624790654,4.03268,4.10395,4.35395,124.00209,65,0,32,0
simple-baseline,5.0,0,57,200,4.162797374883667,3.81669,3.87115,4.15939,107.54846,63,0,32,0
simple-baseline,5.0,0,58,200,4.447724875062704,4.10511,4.1766,4.4456,115.24117,65,0,32,0
simple-baseline,5.0,0,59,200,4.5509753751102835,4.24005,4.31095,4.54801,130.76925,66,0,32,0
simple-baseline,5.0,0,60,200,4.688606792129576,4.37933,4.43709,4.68664,124.22371,64,0,32,0
simple-baseline,5.0,0,61,200,4.808778333012015,4.49168,4.56701,4.80507,130.22312,65,0,32,0
simple-baseline,5.0,0,62,200,5.187576957978308,4.78888,4.84588,5.15593,99.98313,62,0,32,0
simple-baseline,5.0,0,63,200,5.626947708893567,5.13317,5.24525,5.62331,81.99969,62,0,32,0
simple-baseline,5.0,0,64,200,5.872701833955944,5.59294,5.64701,5.87073,138.56382,64,0,32,0
simple-baseline,5.0,0,65,200,6.0099667080212384,5.70888,5.78072,6.00597,137.62562,65,0,32,0
simple-baseline,5.0,0,66,200,6.263104333076626,5.88633,5.94025,6.25748,97.71936,63,0,32,0
simple-baseline,5.0,0,67,200,6.325153999961913,6.02748,6.08132,6.32158,129.02651,63,0,32,0
simple-baseline,5.0,0,68,200,6.607891208026558,6.27755,6.35427,6.60442,123.92348,65,0,32,0
simple-baseline,5.0,0,69,200,6.768528040964156,6.48118,6.53549,6.76501,135.06218,63,0,32,0
simple-baseline,5.0,0,70,200,6.697254084050655,6.40396,6.47495,6.69372,141.70549,65,0,32,0
simple-baseline,5.0,0,71,200,6.880548041081056,6.5864,6.65788,6.87679,141.61667,66,0,32,0
simple-baseline,5.0,0,72,200,6.8909600409679115,6.53988,6.5932,6.88612,105.83233,64,0,32,0
simple-baseline,5.0,0,73,200,7.157364832935855,6.75519,6.82816,7.14403,98.14103,65,0,32,0
simple-baseline,5.0,0,74,200,7.1852641250006855,6.83855,6.8937,7.17752,109.22406,62,0,32,0
simple-baseline,5.0,0,75,200,7.238270833157003,6.90081,6.95703,7.23204,112.72206,62,0,32,0
simple-baseline,5.0,0,76,200,7.370261000003666,7.06395,7.1188,7.36614,125.33209,64,0,32,0
simple-baseline,5.0,0,77,200,7.438057917170227,7.12862,7.20178,7.43384,133.5829,65,0,32,0
simple-baseline,5.0,0,78,200,7.700161708053201,7.40819,7.46478,7.69658,133.73492,63,0,32,0
simple-baseline,5.0,0,79,200,7.9848847079556435,7.69359,7.75012,7.98192,133.73511,63,0,32,0
simple-baseline,5.0,0,80,200,8.271666374988854,7.95717,8.03119,8.26739,131.24387,65,0,32,0
simple-baseline,5.0,0,81,200,8.339936958160251,8.0488,8.10422,8.33422,134.78358,63,0,32,0
simple-baseline,5.0,0,82,200,8.616757167037576,8.26627,8.33744,8.60366,116.44537,65,0,32,0
simple-baseline,5.0,0,83,200,8.90730516682379,8.57804,8.64679,8.9032,120.89843,66,0,32,0
simple-baseline,5.0,0,84,200,9.047835665987805,8.77087,8.82444,9.04386,141.28207,64,0,32,0
simple-baseline,5.0,0,85,200,9.21772945811972,8.87333,8.94438,9.20324,119.75911,65,0,32,0
simple-baseline,5.0,0,86,200,9.355852082837373,8.9696,9.02486,9.34713,96.19426,62,0,32,0
simple-baseline,5.0,0,87,200,9.373429874889553,9.01809,9.07435,9.36887,105.25331,62,0,32,0
simple-baseline,5.0,0,88,200,9.693509249947965,9.33751,9.39132,9.68966,103.91064,64,0,32,0
simple-baseline,5.0,0,89,200,9.71708995802328,9.42085,9.492,9.70991,142.25828,65,0,32,0
simple-baseline,5.0,0,90,200,9.529668167000636,9.24945,9.30387,9.52533,139.97797,63,0,32,0
simple-baseline,5.0,1,0,200,0.3200992909260094,0.00067,0.05004,0.31431,117.30566,63,0,32,0
simple-baseline,5.0,1,1,200,0.6510285001713783,0.2957,0.34906,0.64715,103.99819,64,0,32,0
simple-baseline,5.0,1,2,200,0.8324460410512984,0.55244,0.60604,0.82959,138.6664,61,0,32,0
simple-baseline,5.0,1,3,200,1.111501457868144,0.80948,0.86394,1.10781,127.11964,61,0,32,0
simple-baseline,5.0,1,4,200,1.1579140000976622,0.78083,0.83419,1.14284,100.43686,63,0,32,0
simple-baseline,5.0,1,5,200,1.3853343748487532,0.99509,1.05102,1.36758,97.92763,64,0,32,0
simple-baseline,5.0,1,6,200,1.6595112918876112,1.33733,1.39752,1.65548,120.17357,62,0,32,0
simple-baseline,5.0,1,7,200,1.931406709132716,1.56837,1.62239,1.92748,101.60764,62,0,32,0
simple-baseline,5.0,1,8,200,2.17824291693978,1.8302,1.88745,2.17568,107.55233,64,0,32,0
simple-baseline,5.0,1,9,200,2.525363374967128,2.15439,2.20825,2.52093,99.14291,62,0,32,0
simple-baseline,5.0,1,10,200,2.635843791998923,2.23445,2.31758,2.62942,99.4114,65,0,32,0
simple-baseline,5.0,1,11,200,2.920210458803922,2.55001,2.62536,2.91137,108.38714,66,0,32,0
simple-baseline,5.0,1,12,200,2.9569936669431627,2.58067,2.63356,2.94264,100.29743,64,0,32,0
simple-baseline,5.0,1,13,200,3.225989833008498,2.91474,2.98894,3.22308,132.39885,65,0,32,0
simple-baseline,5.0,1,14,200,3.1066720839589834,2.81276,2.86976,3.1022,133.36765,62,0,32,0
simple-baseline,5.0,1,15,200,3.33305966691114,3.04237,3.09874,3.33009,133.99712,62,0,32,0
simple-baseline,5.0,1,16,200,3.5130430420394987,3.22198,3.27822,3.51012,133.67658,64,0,32,0
simple-baseline,5.0,1,17,200,3.618556249886751,3.31571,3.38757,3.60764,140.8632,65,0,32,0
simple-baseline,5.0,1,18,200,3.562175374943763,3.28179,3.33605,3.55813,139.58496,63,0,32,0
simple-baseline,5.0,1,19,200,3.7889102920889854,3.51083,3.56494,3.78472,141.05105,63,0,32,0
simple-baseline,5.0,1,20,200,4.024000334087759,3.71206,3.7836,4.00295,141.32437,65,0,32,0
simple-baseline,5.0,1,21,200,4.1530497500207275,3.87134,3.92575,4.14916,138.75981,63,0,32,0
simple-baseline,5.0,1,22,200,4.106295624980703,3.74005,3.81085,4.09762,108.09941,65,0,32,0
simple-baseline,5.0,1,23,200,3.7226555831730366,3.37624,3.44723,3.71596,115.35991,66,0,32,0
simple-baseline,5.0,1,24,200,3.676307416986674,3.36184,3.41635,3.67202,121.2522,64,0,32,0
simple-baseline,5.0,1,25,200,3.9284293327946216,3.61749,3.69253,3.9243,133.75038,65,0,32,0
simple-baseline,5.0,1,26,200,3.775752792134881,3.48115,3.53519,3.77316,130.26941,62,0,32,0
simple-baseline,5.0,1,27,200,3.4191228339914232,3.06631,3.12633,3.41684,106.70917,62,0,32,0
simple-baseline,5.0,1,28,200,3.5457437499426305,3.01449,3.12824,3.5437,74.61609,64,0,32,0
simple-baseline,5.0,1,29,200,3.761649207910523,3.32906,3.4029,3.75622,87.73921,65,0,32,0
simple-baseline,5.0,1,30,200,3.881843958981335,3.405,3.48054,3.87724,78.14533,63,0,32,0
simple-baseline,5.0,1,31,200,3.7752702911384404,3.30656,3.39471,3.76532,83.64577,63,0,32,0
simple-baseline,5.0,1,32,200,3.8583307089284062,3.31402,3.44368,3.84763,76.74186,65,0,32,0
simple-baseline,5.0,1,33,200,3.926916291937232,3.54852,3.63193,3.91355,110.07708,63,0,32,0
simple-baseline,5.0,1,34,200,3.2125212918035686,2.61188,2.75483,3.209,68.25696,65,0,32,0
simple-baseline,5.0,1,35,200,3.5665619999635965,3.09031,3.22094,3.56369,90.44576,66,0,32,0
simple-baseline,5.0,1,36,200,3.5134712499566376,3.07205,3.16913,3.51022,90.88604,64,0,32,0
simple-baseline,5.0,1,37,200,3.428919625002891,3.11036,3.18575,3.42227,131.0713,65,0,32,0
simple-baseline,5.0,1,38,200,3.363904417026788,3.05332,3.10759,3.35956,123.0305,62,0,32,0
simple-baseline,5.0,1,39,200,3.6099082499276847,3.32165,3.3755,3.60387,135.74596,62,0,32,0
simple-baseline,5.0,1,40,200,3.767399166012183,3.4549,3.50826,3.76285,121.76245,64,0,32,0
simple-baseline,5.0,1,41,200,3.7612722089979798,3.46159,3.53295,3.75848,137.45758,65,0,32,0
simple-baseline,5.0,1,42,200,4.013104084180668,3.73321,3.78782,4.00998,139.5342,63,0,32,0
simple-baseline,5.0,1,43,200,3.904041000176221,3.59574,3.64959,3.89883,124.3799,63,0,32,0
simple-baseline,5.0,1,44,200,4.107009124942124,3.69234,3.76344,4.10367,91.11506,65,0,32,0
simple-baseline,5.0,1,45,200,4.619637791067362,4.06353,4.15708,4.61636,67.49617,63,0,32,0
simple-baseline,5.0,1,46,200,4.783891417086124,4.35425,4.50073,4.77533,112.89293,65,0,32,0
simple-baseline,5.0,1,47,200,5.3281175419688225,4.76424,4.9217,5.31363,79.09637,66,0,32,0
simple-baseline,5.0,1,48,200,5.633197417017072,5.28088,5.37375,5.62956,121.18681,64,0,32,0
simple-baseline,5.0,1,49,200,5.972915749996901,5.56902,5.64476,5.96571,96.58938,65,0,32,0
simple-baseline,5.0,1,50,200,6.381796583067626,5.95477,6.02604,6.37276,89.40945,62,0,32,0
simple-baseline,5.0,1,51,200,6.5194766249042,6.14441,6.19854,6.51011,99.49651,62,0,32,0
simple-baseline,5.0,1,52,200,6.67413704097271,6.34711,6.40105,6.66468,117.59276,64,0,32,0
simple-baseline,5.0,1,53,200,7.0221518750768155,6.60969,6.6815,7.01174,93.86983,65,0,32,0
simple-baseline,5.0,1,54,200,7.3014962079469115,6.96876,7.02371,7.29648,113.65108,63,0,32,0
simple-baseline,5.0,1,55,200,7.582148582907394,7.24222,7.2967,7.57311,112.15307,63,0,32,0
simple-baseline,5.0,1,56,200,7.917419583071023,7.54085,7.6121,7.90586,105.52916,65,0,32,0
simple-baseline,5.0,1,57,200,7.989305707858875,7.65969,7.71333,7.98119,115.73192,63,0,32,0
simple-baseline,5.0,1,58,200,7.833882250124589,7.48652,7.56464,7.82638,118.43977,65,0,32,0
simple-baseline,5.0,1,59,200,8.23660416691564,7.82624,7.89847,8.22111,96.08048,66,0,32,0
simple-baseline,5.0,1,60,200,8.468325499910861,8.17852,8.24085,8.46399,138.92678,64,0,32,0
simple-baseline,5.0,1,61,200,8.689022375037894,8.38565,8.45759,8.68159,138.39407,65,0,32,0
simple-baseline,5.0,1,62,200,8.026119875023142,7.66449,7.71843,8.01858,103.28301,62,0,32,0
simple-baseline,5.0,1,63,200,8.419632375007495,7.97107,8.0294,8.39775,84.15895,62,0,32,0
simple-baseline,5.0,1,64,200,8.256395499920473,7.87088,7.92463,8.24831,95.7726,64,0,32,0
simple-baseline,5.0,1,65,200,8.550352707970887,8.17224,8.24602,8.5425,104.5627,65,0,32,0
simple-baseline,5.0,1,66,200,8.753971291007474,8.40668,8.45968,8.74754,107.69015,63,0,32,0
simple-baseline,5.0,1,67,200,8.817862874828279,8.51323,8.56686,8.81324,125.82084,63,0,32,0
simple-baseline,5.0,1,68,200,9.101339208893478,8.80226,8.87414,9.09363,141.23594,65,0,32,0
simple-baseline,5.0,1,69,200,9.33924208395183,9.06011,9.11439,9.33481,140.6365,63,0,32,0
simple-baseline,5.0,1,70,200,9.575045374920592,9.26119,9.33466,9.57084,131.25666,65,0,32,0
simple-baseline,5.0,1,71,200,9.325397084001452,9.00975,9.08602,9.32159,131.59498,66,0,32,0
simple-baseline,5.0,1,72,200,9.25053899991326,8.96504,9.02224,9.24634,138.33355,64,0,32,0
simple-baseline,5.0,1,73,200,9.544012458063662,9.24126,9.31458,9.54014,137.43721,65,0,32,0
simple-baseline,5.0,1,74,200,8.77253216598183,8.49425,8.548,8.76884,140.37357,62,0,32,0
simple-baseline,5.0,1,75,200,8.88682720810175,8.60925,8.66313,8.88197,141.65455,62,0,32,0
simple-baseline,5.0,1,76,200,8.869724083924666,8.58976,8.64314,8.86144,142.00774,64,0,32,0
simple-baseline,5.0,1,77,200,9.07979195821099,8.76274,8.83539,9.06874,132.85057,65,0,32,0
simple-baseline,5.0,1,78,200,8.971572750015184,8.67453,8.73068,8.966,131.73749,63,0,32,0
simple-baseline,5.0,1,79,200,9.08061912516132,8.7835,8.84189,9.07302,134.12532,63,0,32,0
simple-baseline,5.0,1,80,200,9.107268499908969,8.80748,8.87927,9.10169,139.37308,65,0,32,0
simple-baseline,5.0,1,81,200,9.326844041934237,9.04538,9.10044,9.3213,140.35797,63,0,32,0
simple-baseline,5.0,1,82,200,9.260330333840102,8.95738,9.02904,9.24957,140.57172,65,0,32,0
simple-baseline,5.0,1,83,200,9.518973582889885,9.21324,9.28478,9.51187,136.51364,66,0,32,0
simple-baseline,5.0,1,84,200,9.73681554198265,9.4498,9.50293,9.7305,136.22551,64,0,32,0
simple-baseline,5.0,1,85,200,10.028031915891916,9.71685,9.79413,10.02354,135.13023,65,0,32,0
simple-baseline,5.0,1,86,200,10.054302250035107,9.76073,9.81474,10.03316,141.92831,62,0,32,0
simple-baseline,5.0,2,0,200,0.30744945793412626,0.00062,0.0496,0.30331,122.18763,63,0,32,0
simple-baseline,5.0,2,1,200,0.5381325830239803,0.22613,0.27877,0.53527,120.86008,64,0,32,0
simple-baseline,5.0,2,2,200,0.8047847498673946,0.52405,0.57844,0.80048,139.61561,61,0,32,0
simple-baseline,5.0,2,3,200,1.0780844171531498,0.80043,0.85569,1.07422,141.85931,61,0,32,0
simple-baseline,5.0,2,4,200,1.3436054580379277,1.06466,1.11931,1.34092,139.88446,63,0,32,0
simple-baseline,5.0,2,5,200,1.4375624579843134,1.15313,1.20653,1.4274,140.35353,64,0,32,0
simple-baseline,5.0,2,6,200,1.014909332850948,0.73469,0.78884,1.01131,139.34453,62,0,32,0
simple-baseline,5.0,2,7,200,1.2916380420792848,1.01145,1.06661,1.28875,139.55025,62,0,32,0
simple-baseline,5.0,2,8,200,1.553943958133459,1.26699,1.32044,1.55118,134.34957,64,0,32,0
simple-baseline,5.0,2,9,200,1.4801533338613808,1.19755,1.25117,1.47756,136.9331,62,0,32,0
simple-baseline,5.0,2,10,200,1.4593560830689967,1.16507,1.23627,1.45706,140.41016,65,0,32,0
simple-baseline,5.0,2,11,200,1.752488249912858,1.38466,1.45717,1.74962,106.00086,66,0,32,0
simple-baseline,5.0,2,12,200,1.8805479588918388,1.59861,1.65229,1.87765,137.55591,64,0,32,0
simple-baseline,5.0,2,13,200,1.8106568329967558,1.51613,1.58759,1.80824,140.49495,65,0,32,0
simple-baseline,5.0,2,14,200,1.9510322499554604,1.6722,1.72597,1.94787,139.70092,62,0,32,0
simple-baseline,5.0,2,15,200,2.1587079998571426,1.88008,1.93435,2.15614,139.77535,62,0,32,0
simple-baseline,5.0,2,16,200,1.9039911250583827,1.62919,1.68349,1.90114,142.43097,64,0,32,0
simple-baseline,5.0,2,17,200,2.1382551251444966,1.84635,1.91812,2.13617,142.16879,65,0,32,0
simple-baseline,5.0,2,18,200,2.4286653329618275,2.06868,2.12247,2.42455,102.6229,63,0,32,0
simple-baseline,5.0,2,19,200,2.6125953749287874,2.26952,2.32781,2.60675,111.13719,63,0,32,0
simple-baseline,5.0,2,20,200,2.7624479171354324,2.46023,2.53349,2.75811,138.0114,65,0,32,0
simple-baseline,5.0,2,21,200,2.834681750042364,2.46178,2.51531,2.83011,98.47402,63,0,32,0
simple-baseline,5.0,2,22,200,2.5479164589196444,2.17733,2.24751,2.54398,104.56401,65,0,32,0
simple-baseline,5.0,2,23,200,2.825020791962743,2.49253,2.56369,2.82139,120.29675,66,0,32,0
simple-baseline,5.0,2,24,200,3.1289181660395116,2.75961,2.81323,3.12569,99.2109,64,0,32,0
simple-baseline,5.0,2,25,200,3.2135928329080343,2.82438,2.89887,3.21065,99.43071,65,0,32,0
simple-baseline,5.0,2,26,200,3.1104961670935154,2.79368,2.8484,3.10097,122.73876,62,0,32,0
simple-baseline,5.0,2,27,200,3.3896989999338984,3.01792,3.07278,3.38598,98.97814,62,0,32,0
simple-baseline,5.0,2,28,200,3.4580845828168094,3.12385,3.17705,3.45424,111.83298,64,0,32,0
simple-baseline,5.0,2,29,200,2.946004374884069,2.59743,2.66846,2.94193,113.35621,65,0,32,0
simple-baseline,5.0,2,30,200,3.293779334053397,2.9417,2.99437,3.28961,104.99953,63,0,32,0
simple-baseline,5.0,2,31,200,3.611613541143015,3.25509,3.30851,3.60169,105.73569,63,0,32,0
simple-baseline,5.0,2,32,200,3.2580844999756664,2.88999,2.96126,3.24061,110.97412,65,0,32,0
simple-baseline,5.0,2,33,200,3.5201626669149846,3.13613,3.19846,3.51566,97.73287,63,0,32,0
simple-baseline,5.0,2,34,200,3.6524264169856906,3.34132,3.41123,3.6499,129.8858,65,0,32,0
simple-baseline,5.0,2,35,200,4.003488208865747,3.62975,3.70144,3.99797,104.54341,66,0,32,0
simple-baseline,5.0,2,36,200,4.128380374982953,3.77821,3.83194,4.12368,106.25789,64,0,32,0
simple-baseline,5.0,2,37,200,3.887153249932453,3.56742,3.6432,3.88383,128.82535,65,0,32,0
simple-baseline,5.0,2,38,200,4.163607249967754,3.80668,3.86527,4.15379,107.44495,62,0,32,0
simple-baseline,5.0,2,39,200,4.413348583970219,4.08962,4.14441,4.40923,117.06125,62,0,32,0
simple-baseline,5.0,2,40,200,4.567323416937143,4.27216,4.32571,4.55495,135.22746,64,0,32,0
simple-baseline,5.0,2,41,200,4.877375875134021,4.55409,4.63198,4.86879,130.90666,65,0,32,0
simple-baseline,5.0,2,42,200,5.0396667080931365,4.73785,4.79152,5.01287,140.05523,63,0,32,0
simple-baseline,5.0,2,43,200,5.175842833938077,4.89537,4.94909,5.17221,138.9446,63,0,32,0
simple-baseline,5.0,2,44,200,5.239989999914542,4.93752,5.00936,5.23568,136.97334,65,0,32,0
simple-baseline,5.0,2,45,200,5.4388540831860155,5.16204,5.21574,5.43593,140.78782,63,0,32,0
simple-baseline,5.0,2,46,200,5.676928917178884,5.38001,5.45099,5.67325,139.47945,65,0,32,0
simple-baseline,5.0,2,47,200,5.910697834100574,5.6127,5.68372,5.90537,139.85806,66,0,32,0
simple-baseline,5.0,2,48,200,6.207875708816573,5.86427,5.91805,6.199,110.33967,64,0,32,0
simple-baseline,5.0,2,49,200,6.3088853331282735,5.9336,6.00489,6.30077,104.77265,65,0,32,0
simple-baseline,5.0,2,50,200,6.584208499873057,6.19873,6.25184,6.5765,95.48329,62,0,32,0
simple-baseline,5.0,2,51,200,6.812573957955465,6.46264,6.51906,6.80373,108.89654,62,0,32,0
simple-baseline,5.0,2,52,200,7.0495384589303285,6.76544,6.81646,7.04576,135.19279,64,0,32,0
simple-baseline,5.0,2,53,200,7.189774958183989,6.88776,6.96049,7.18349,139.01615,65,0,32,0
simple-baseline,5.0,2,54,200,7.446816499810666,7.16395,7.21926,7.44085,139.89669,63,0,32,0
simple-baseline,5.0,2,55,200,7.5059632090851665,7.22712,7.28155,7.50264,140.2145,63,0,32,0
simple-baseline,5.0,2,56,200,7.58755987486802,7.28817,7.35974,7.57792,142.08208,65,0,32,0
