label,offered_qps,run,idx,status,wall_s,queue_time_s,ttft_s,total_time_s,output_tps,prompt_tokens,cached_prompt_tokens,generated_tokens,preemptions
simple-baseline,3.0,2,0,200,0.280656041810289,0.00096,0.05247,0.2777,137.64026,63,0,32,0
simple-baseline,3.0,2,1,200,0.44836658309213817,0.14849,0.20233,0.44377,128.39879,64,0,32,0
simple-baseline,3.0,2,2,200,0.7889168330002576,0.42825,0.48573,0.78499,103.58794,61,0,32,0
simple-baseline,3.0,2,3,200,1.119913375005126,0.78039,0.84213,1.11284,114.5131,61,0,32,0
simple-baseline,3.0,2,4,200,1.3901250828057528,1.097,1.15113,1.38425,132.97604,63,0,32,0
simple-baseline,3.0,2,5,200,1.43617166695185,1.08598,1.13895,1.4324,105.64025,64,0,32,0
simple-baseline,3.0,2,6,200,0.588353417115286,0.26432,0.31756,0.58295,116.80961,62,0,32,0
simple-baseline,3.0,2,7,200,0.8985213749110699,0.5829,0.63658,0.89373,120.5533,62,0,32,0
simple-baseline,3.0,2,8,200,1.1905680410563946,0.85804,0.91141,1.17263,118.67376,64,0,32,0
simple-baseline,3.0,2,9,200,1.041280125034973,0.58997,0.64748,1.02984,81.07468,62,0,32,0
simple-baseline,3.0,2,10,200,0.8573263750877231,0.51101,0.58365,0.85209,115.48287,65,0,32,0
simple-baseline,3.0,2,11,200,1.1173592910636216,0.72756,0.79887,1.10769,100.38305,66,0,32,0
simple-baseline,3.0,2,12,200,1.1616404161322862,0.85882,0.91183,1.1579,125.98086,64,0,32,0
simple-baseline,3.0,2,13,200,0.907135833054781,0.55762,0.62927,0.90289,113.29595,65,0,32,0
simple-baseline,3.0,2,14,200,1.0451208748854697,0.67194,0.72612,1.03439,100.56122,62,0,32,0
simple-baseline,3.0,2,15,200,1.3295015001203865,0.92915,0.98677,1.32583,91.42739,62,0,32,0
simple-baseline,3.0,2,16,200,0.7750888338778168,0.44539,0.49898,0.77027,114.26851,64,0,32,0
simple-baseline,3.0,2,17,200,1.013138750102371,0.67824,0.75233,1.00859,120.97445,65,0,32,0
simple-baseline,3.0,2,18,200,1.1747943330556154,0.89599,0.95034,1.17089,140.5543,63,0,32,0
simple-baseline,3.0,2,19,200,1.1969995410181582,0.91773,0.9719,1.19465,139.16882,63,0,32,0
simple-baseline,3.0,2,20,200,1.2412182081025094,0.94504,1.01681,1.23712,140.71382,65,0,32,0
simple-baseline,3.0,2,21,200,1.021652959054336,0.74378,0.79804,1.01986,139.75419,63,0,32,0
simple-baseline,3.0,2,22,200,0.35958537505939603,0.00034,0.07199,0.35008,111.47447,65,0,32,0
simple-baseline,3.0,2,23,200,0.6301896248478442,0.26481,0.33703,0.62776,106.62872,66,0,32,0
simple-baseline,3.0,2,24,200,0.8018817498814315,0.52361,0.57748,0.79924,139.79344,64,0,32,0
simple-baseline,3.0,2,25,200,0.5928121251054108,0.2976,0.36914,0.58988,140.43862,65,0,32,0
simple-baseline,3.0,2,26,200,0.3456627919804305,0.00058,0.05704,0.34262,108.55089,62,0,32,0
simple-baseline,3.0,2,27,200,0.481576083926484,0.20357,0.25772,0.47905,140.0619,62,0,32,0
simple-baseline,3.0,2,28,200,0.3217601249925792,0.04471,0.0986,0.3198,140.1454,64,0,32,0
simple-baseline,3.0,2,29,200,0.37295387499034405,0.00143,0.07392,0.36517,106.43768,65,0,32,0
simple-baseline,3.0,2,30,200,0.6339525000657886,0.35578,0.40997,0.6312,140.12643,63,0,32,0
simple-baseline,3.0,2,31,200,0.8632742909248918,0.58629,0.6406,0.86068,140.86211,63,0,32,0
simple-baseline,3.0,2,32,200,0.45036024996079504,0.00083,0.0793,0.42922,88.59246,65,0,32,0
simple-baseline,3.0,2,33,200,0.5989838331006467,0.26707,0.32808,0.59042,118.16567,63,0,32,0
simple-baseline,3.0,2,34,200,0.7172247080598027,0.30118,0.37245,0.70884,92.1555,65,0,32,0
simple-baseline,3.0,2,35,200,1.0588633748702705,0.67607,0.75208,1.0529,103.04969,66,0,32,0
simple-baseline,3.0,2,36,200,1.0453634168952703,0.68391,0.73763,1.03244,105.15281,64,0,32,0
simple-baseline,3.0,2,37,200,0.4434312079101801,0.11719,0.19063,0.44147,123.58303,65,0,32,0
simple-baseline,3.0,2,38,200,0.598897583084181,0.32278,0.37681,0.59643,141.15116,62,0,32,0
simple-baseline,3.0,2,39,200,0.7550649999175221,0.47145,0.52523,0.7454,140.8001,62,0,32,0
simple-baseline,3.0,2,40,200,0.8159277089871466,0.54017,0.59369,0.81435,140.48869,64,0,32,0
simple-baseline,3.0,2,41,200,1.0970702089834958,0.80224,0.87357,1.09257,141.55644,65,0,32,0
simple-baseline,3.0,2,42,200,1.1865960420109332,0.90602,0.96011,1.18268,139.28223,63,0,32,0
simple-baseline,3.0,2,43,200,1.3215762090403587,0.95373,1.00754,1.31932,99.42822,63,0,32,0
simple-baseline,3.0,2,44,200,1.2175653751473874,0.92533,0.99663,1.2162,141.18271,65,0,32,0
simple-baseline,3.0,2,45,200,1.3669854158069938,1.09012,1.14441,1.36513,140.44835,63,0,32,0
simple-baseline,3.0,2,46,200,1.6366210419218987,1.26546,1.33716,1.60936,113.88558,65,0,32,0
simple-baseline,3.0,2,47,200,1.82624675007537,1.52522,1.60288,1.82443,139.92329,66,0,32,0
simple-baseline,3.0,2,48,200,2.033352583879605,1.75434,1.80827,2.02863,140.67562,64,0,32,0
simple-baseline,3.0,2,49,200,1.8716292921453714,1.57366,1.64532,1.86927,138.42535,65,0,32,0
simple-baseline,3.0,2,50,200,1.9856445419136435,1.70938,1.7636,1.98379,140.78404,62,0,32,0
simple-baseline,3.0,2,51,200,2.0698455420788378,1.79094,1.84521,2.06633,140.1954,62,0,32,0
simple-baseline,3.0,2,52,200,2.275251541985199,1.99544,2.04974,2.27281,138.96659,64,0,32,0
simple-baseline,3.0,2,53,200,2.384532666997984,2.01826,2.08926,2.38132,106.14383,65,0,32,0
simple-baseline,3.0,2,54,200,2.6573587087914348,2.34325,2.39719,2.65313,121.1205,63,0,32,0
simple-baseline,3.0,2,55,200,2.5714077909942716,2.29334,2.34761,2.569,140.01996,63,0,32,0
simple-baseline,3.0,2,56,200,2.518111666897312,2.22272,2.29439,2.51625,139.7276,65,0,32,0
simple-baseline,3.0,2,57,200,2.669336959021166,2.38991,2.44394,2.66558,139.87213,63,0,32,0
simple-baseline,3.0,2,58,200,2.159404292004183,1.86475,1.9361,2.15727,140.1637,65,0,32,0
simple-baseline,3.0,2,59,200,1.8693499169312418,1.56733,1.63888,1.86515,137.00454,66,0,32,0
simple-baseline,3.0,2,60,200,1.9693486250471324,1.68595,1.73965,1.96266,139.00192,64,0,32,0
simple-baseline,3.0,2,61,200,1.8136579999700189,1.51784,1.58998,1.81168,139.82978,65,0,32,0
simple-baseline,4.0,0,0,200,0.27168220886960626,0.00031,0.04864,0.27018,139.92798,63,0,32,0
simple-baseline,4.0,0,1,200,0.29177245893515646,0.01427,0.06794,0.28957,139.87071,64,0,32,0
simple-baseline,4.0,0,2,200,0.557730375090614,0.28016,0.33426,0.55544,140.16048,61,0,32,0
simple-baseline,4.0,0,3,200,0.7284333750139922,0.45055,0.50474,0.7264,139.85438,61,0,32,0
simple-baseline,4.0,0,4,200,0.7225027498789132,0.44502,0.49931,0.72027,140.29358,63,0,32,0
simple-baseline,4.0,0,5,200,0.9600887910928577,0.68475,0.73801,0.95827,140.74342,64,0,32,0
simple-baseline,4.0,0,6,200,0.3421952920034528,0.00054,0.07265,0.33629,117.58685,62,0,32,0
simple-baseline,4.0,0,7,200,0.2939107499551028,0.00675,0.06064,0.29164,134.19942,62,0,32,0
simple-baseline,4.0,0,8,200,0.33996554207988083,0.00159,0.06234,0.33279,114.62344,64,0,32,0
simple-baseline,4.0,0,9,200,0.629106542095542,0.27992,0.33383,0.62411,106.79031,62,0,32,0
simple-baseline,4.0,0,10,200,0.9920938748400658,0.61646,0.68705,0.96952,109.7467,65,0,32,0
simple-baseline,4.0,0,11,200,0.8993703341111541,0.53279,0.61731,0.89288,112.49318,66,0,32,0
simple-baseline,4.0,0,12,200,0.6087467500474304,0.30269,0.35525,0.6055,123.87695,64,0,32,0
simple-baseline,4.0,0,13,200,0.5261961668729782,0.23032,0.30145,0.52288,139.9972,65,0,32,0
simple-baseline,4.0,0,14,200,0.3126645830925554,0.03504,0.08947,0.31072,140.11606,62,0,32,0
simple-baseline,4.0,0,15,200,0.4004308751318604,0.00136,0.06609,0.39283,94.87912,62,0,32,0
simple-baseline,4.0,0,16,200,0.5711771249771118,0.22389,0.27766,0.56592,107.54165,64,0,32,0
simple-baseline,4.0,0,17,200,0.8816745411604643,0.55274,0.62573,0.87622,123.75686,65,0,32,0
simple-baseline,4.0,0,18,200,0.7211233749985695,0.32871,0.3833,0.71419,93.68847,63,0,32,0
simple-baseline,4.0,0,19,200,0.6726994169875979,0.38344,0.43733,0.67031,133.05525,63,0,32,0
simple-baseline,4.0,0,20,200,0.9070223330054432,0.54783,0.61964,0.90012,110.52491,65,0,32,0
simple-baseline,4.0,0,21,200,0.9778587080072612,0.63708,0.69073,0.96573,112.72787,63,0,32,0
simple-baseline,4.0,0,22,200,1.239796708105132,0.94194,1.01706,1.23667,141.15791,65,0,32,0
simple-baseline,4.0,0,23,200,1.3971246250439435,1.0929,1.16521,1.39274,136.2452,66,0,32,0
simple-baseline,4.0,0,24,200,1.4954110831022263,1.14308,1.19692,1.48698,106.87223,64,0,32,0
simple-baseline,4.0,0,25,200,1.7571502919308841,1.44448,1.51696,1.74068,138.56705,65,0,32,0
simple-baseline,4.0,0,26,200,2.0099969578441232,1.73037,1.78474,2.00631,139.91085,62,0,32,0
simple-baseline,4.0,0,27,200,1.901661332929507,1.5519,1.60601,1.89827,106.07293,62,0,32,0
simple-baseline,4.0,0,28,200,1.6386267920024693,1.3271,1.38014,1.63624,121.04603,64,0,32,0
simple-baseline,4.0,0,29,200,1.7878856668248773,1.4911,1.56267,1.78417,139.9513,65,0,32,0
simple-baseline,4.0,0,30,200,1.9958559998776764,1.71276,1.76697,1.98834,140.03636,63,0,32,0
simple-baseline,4.0,0,31,200,1.9988317920360714,1.72112,1.77537,1.99651,140.18816,63,0,32,0
simple-baseline,4.0,0,32,200,1.7567292919848114,1.46118,1.53299,1.75439,140.01928,65,0,32,0
simple-baseline,4.0,0,33,200,1.9380858750082552,1.64081,1.69505,1.92914,132.42369,63,0,32,0
simple-baseline,4.0,0,34,200,2.16880612494424,1.77773,1.84808,2.15194,102.01886,65,0,32,0
simple-baseline,4.0,0,35,200,1.7953322080429643,1.42104,1.49325,1.78405,106.60122,66,0,32,0
simple-baseline,4.0,0,36,200,2.0468741671647877,1.67668,1.73316,2.04125,100.61841,64,0,32,0
simple-baseline,4.0,0,37,200,2.1255954578518867,1.79818,1.87519,2.12352,124.83663,65,0,32,0
simple-baseline,4.0,0,38,200,1.7500869589857757,1.43808,1.4988,1.74663,125.08581,62,0,32,0
simple-baseline,4.0,0,39,200,1.9601968328934163,1.66603,1.72513,1.95448,135.16403,62,0,32,0
simple-baseline,4.0,0,40,200,1.9661173750646412,1.68339,1.73746,1.96175,138.21004,64,0,32,0
simple-baseline,4.0,0,41,200,2.1461403749417514,1.84809,1.9196,2.141,140.01614,65,0,32,0
simple-baseline,4.0,0,42,200,1.9816788749303669,1.68848,1.7424,1.96802,137.40008,63,0,32,0
simple-baseline,4.0,0,43,200,2.0413547921925783,1.76118,1.81558,2.03812,139.3008,63,0,32,0
simple-baseline,4.0,0,44,200,2.255217917030677,1.95849,2.02993,2.25322,138.83174,65,0,32,0
simple-baseline,4.0,0,45,200,1.4746373328380287,1.19736,1.25155,1.47274,140.1472,63,0,32,0
simple-baseline,4.0,0,46,200,1.510586333926767,1.17105,1.24262,1.49319,123.72161,65,0,32,0
simple-baseline,4.0,0,47,200,1.8126429580152035,1.41919,1.49722,1.80906,99.41161,66,0,32,0
simple-baseline,4.0,0,48,200,1.7383981249295175,1.42473,1.47848,1.73608,120.34041,64,0,32,0
simple-baseline,4.0,0,49,200,1.688178707845509,1.38989,1.46204,1.68601,138.41052,65,0,32,0
simple-baseline,4.0,0,50,200,1.6592776670586318,1.36463,1.42413,1.65728,132.95971,62,0,32,0
simple-baseline,4.0,0,51,200,1.5365848750807345,1.23439,1.28829,1.53284,126.76126,62,0,32,0
simple-baseline,4.0,0,52,200,1.4236321251373738,1.12928,1.18841,1.42001,133.85188,64,0,32,0
simple-baseline,4.0,0,53,200,1.7785638340283185,1.37542,1.44733,1.76983,96.12428,65,0,32,0
simple-baseline,4.0,0,54,200,1.9388418330345303,1.54963,1.60414,1.93213,94.51536,63,0,32,0
simple-baseline,4.0,0,55,200,2.1545223330613226,1.82071,1.88007,2.14912,115.21954,63,0,32,0
simple-baseline,4.0,0,56,200,2.2084532091394067,1.84485,1.91644,2.20676,106.77966,65,0,32,0
simple-baseline,4.0,0,57,200,1.813616291154176,1.53539,1.58976,1.81118,140.00666,63,0,32,0
simple-baseline,4.0,0,58,200,2.036496999906376,1.74259,1.81396,2.03398,140.89537,65,0,32,0
simple-baseline,4.0,0,59,200,2.073828791966662,1.76519,1.83653,2.06656,134.76274,66,0,32,0
simple-baseline,4.0,0,60,200,2.13812637492083,1.86408,1.91779,2.13362,143.62907,64,0,32,0
simple-baseline,4.0,0,61,200,2.189279624959454,1.89295,1.96429,2.18529,140.26914,65,0,32,0
simple-baseline,4.0,0,62,200,2.445163124939427,2.15833,2.21255,2.43463,139.58897,62,0,32,0
simple-baseline,4.0,0,63,200,2.6815765409264714,2.39451,2.44862,2.6704,139.77737,62,0,32,0
simple-baseline,4.0,0,64,200,2.9184395419433713,2.63777,2.69148,2.91271,140.12574,64,0,32,0
simple-baseline,4.0,0,65,200,3.028043041937053,2.71196,2.78293,3.01887,131.38931,65,0,32,0
simple-baseline,4.0,0,66,200,3.242504541995004,2.87545,2.93672,3.23896,102.5673,63,0,32,0
simple-baseline,4.0,0,67,200,3.234588833991438,2.94859,3.0031,3.23012,136.54879,63,0,32,0
simple-baseline,4.0,0,68,200,3.4721268750727177,3.17707,3.24873,3.47033,139.89504,65,0,32,0
simple-baseline,4.0,1,0,200,0.329507916001603,0.00043,0.04923,0.32537,112.26223,63,0,32,0
simple-baseline,4.0,1,1,200,0.6587095421273261,0.29672,0.35118,0.64878,104.16703,64,0,32,0
simple-baseline,4.0,1,2,200,0.8639492909424007,0.5331,0.58855,0.86047,114.00642,61,0,32,0
simple-baseline,4.0,1,3,200,1.1798370420001447,0.83565,0.88908,1.17499,108.42505,61,0,32,0
simple-baseline,4.0,1,4,200,1.146041875006631,0.78205,0.83651,1.13847,102.66362,63,0,32,0
simple-baseline,4.0,1,5,200,1.2946457080543041,0.9566,1.01137,1.28756,112.23842,64,0,32,0
simple-baseline,4.0,1,6,200,1.5810453749727458,1.23124,1.29257,1.57458,109.92443,62,0,32,0
simple-baseline,4.0,1,7,200,1.869056458119303,1.462,1.52553,1.85519,94.03648,62,0,32,0
simple-baseline,4.0,1,8,200,2.071519291959703,1.73937,1.79547,2.0669,114.20998,64,0,32,0
simple-baseline,4.0,1,9,200,2.392867791932076,2.03667,2.09014,2.38487,105.17982,62,0,32,0
simple-baseline,4.0,1,10,200,2.426443458069116,2.01885,2.08996,2.41473,95.45288,65,0,32,0
simple-baseline,4.0,1,11,200,2.695492665981874,2.32788,2.40218,2.68487,109.65974,66,0,32,0
simple-baseline,4.0,1,12,200,2.62046966701746,2.28379,2.33659,2.61638,110.79692,64,0,32,0
simple-baseline,4.0,1,13,200,2.8650433330330998,2.57014,2.64192,2.86238,140.60955,65,0,32,0
simple-baseline,4.0,1,14,200,2.6284235829953104,2.34884,2.40313,2.6246,139.97123,62,0,32,0
simple-baseline,4.0,1,15,200,2.827589667169377,2.54785,2.60171,2.82318,139.97639,62,0,32,0
simple-baseline,4.0,1,16,200,2.967466249829158,2.68839,2.74237,2.96392,139.92324,64,0,32,0
simple-baseline,4.0,1,17,200,3.0236582921352237,2.72789,2.79943,3.02088,139.98898,65,0,32,0
simple-baseline,4.0,1,18,200,2.887657333165407,2.60747,2.66116,2.88355,139.39549,63,0,32,0
simple-baseline,4.0,1,19,200,3.1041409999597818,2.8242,2.87852,3.09947,140.30289,63,0,32,0
simple-baseline,4.0,1,20,200,3.3276173330377787,3.03101,3.10324,3.3245,140.10962,65,0,32,0
simple-baseline,4.0,1,21,200,3.418765417067334,3.13012,3.18441,3.40667,139.48008,63,0,32,0
simple-baseline,4.0,1,22,200,3.205116707831621,2.90483,2.9765,3.19808,139.90527,65,0,32,0
simple-baseline,4.0,1,23,200,2.6260904169175774,2.29355,2.36492,2.62361,119.83801,66,0,32,0
simple-baseline,4.0,1,24,200,2.4626984999049455,2.18209,2.23545,2.46048,137.75747,64,0,32,0
simple-baseline,4.0,1,25,200,2.7358808340504766,2.39187,2.46351,2.73089,115.93986,65,0,32,0
simple-baseline,4.0,1,26,200,2.5262345001101494,2.17556,2.23339,2.52344,106.88015,62,0,32,0
simple-baseline,4.0,1,27,200,1.9333189169410616,1.63963,1.6934,1.93115,130.39171,62,0,32,0
simple-baseline,4.0,1,28,200,1.79475187510252,1.42699,1.48107,1.7892,100.60442,64,0,32,0
simple-baseline,4.0,1,29,200,1.901336583076045,1.52058,1.59263,1.88894,104.62281,65,0,32,0
simple-baseline,4.0,1,30,200,1.8055805840995163,1.44937,1.51118,1.79946,107.53434,63,0,32,0
simple-baseline,4.0,1,31,200,1.4410419589839876,1.08974,1.1445,1.43718,105.91688,63,0,32,0
simple-baseline,4.0,1,32,200,1.25922766700387,0.87459,0.9443,1.25572,99.54498,65,0,32,0
simple-baseline,4.0,1,33,200,1.1990834169555455,0.88514,0.93901,1.19071,123.15946,63,0,32,0
simple-baseline,4.0,1,34,200,0.37864512484520674,0.00064,0.07378,0.37218,103.88786,65,0,32,0
simple-baseline,4.0,1,35,200,0.5988975001964718,0.22387,0.29692,0.59316,104.64566,66,0,32,0
simple-baseline,4.0,1,36,200,0.34038887498900294,0.00191,0.058,0.33411,112.2746,64,0,32,0
simple-baseline,4.0,1,37,200,0.3513676659204066,0.00219,0.08083,0.34336,118.07839,65,0,32,0
simple-baseline,4.0,1,38,200,0.38160712481476367,0.00312,0.0667,0.37194,101.55703,62,0,32,0
simple-baseline,4.0,1,39,200,0.6253709581214935,0.33346,0.39207,0.6218,134.94555,62,0,32,0
simple-baseline,4.0,1,40,200,0.7137803339865059,0.43254,0.48659,0.7101,138.69602,64,0,32,0
simple-baseline,4.0,1,41,200,0.6306770420633256,0.33382,0.40611,0.62868,139.28693,65,0,32,0
simple-baseline,4.0,1,42,200,0.8743348331190646,0.5966,0.65094,0.87249,139.92177,63,0,32,0
simple-baseline,4.0,1,43,200,0.6435664999298751,0.36284,0.41724,0.6419,137.98908,63,0,32,0
simple-baseline,4.0,1,44,200,0.6701483749784529,0.37529,0.4464,0.66833,139.68531,65,0,32,0
simple-baseline,4.0,1,45,200,0.8952915421687067,0.61816,0.67234,0.89344,140.21112,63,0,32,0
simple-baseline,4.0,1,46,200,0.8649180000647902,0.5691,0.64066,0.86258,139.69011,65,0,32,0
simple-baseline,4.0,1,47,200,1.149093832820654,0.85375,0.92515,1.14748,139.43355,66,0,32,0
simple-baseline,4.0,1,48,200,1.371628041844815,1.09464,1.14833,1.36981,139.9662,64,0,32,0
simple-baseline,4.0,1,49,200,1.5935522089712322,1.29586,1.36769,1.58923,139.9289,65,0,32,0
simple-baseline,4.0,1,50,200,1.8582596250344068,1.57478,1.62905,1.85337,138.19502,62,0,32,0
simple-baseline,4.0,1,51,200,1.94250208302401,1.57263,1.62635,1.93893,99.17513,62,0,32,0
simple-baseline,4.0,1,52,200,2.0169731669593602,1.73635,1.79138,2.01524,138.48049,64,0,32,0
simple-baseline,4.0,1,53,200,2.239893625024706,1.94154,2.01348,2.23607,139.26701,65,0,32,0
simple-baseline,4.0,1,54,200,2.459667374845594,2.17943,2.23357,2.4561,139.30437,63,0,32,0
simple-baseline,4.0,1,55,200,2.6717769170645624,2.39239,2.44678,2.66813,140.04946,63,0,32,0
simple-baseline,4.0,1,56,200,2.926392083056271,2.63157,2.70319,2.92481,139.88131,65,0,32,0
simple-baseline,4.0,1,57,200,2.888196957996115,2.60938,2.664,2.88683,139.12221,63,0,32,0
simple-baseline,4.0,1,58,200,2.5651252078823745,2.27032,2.34161,2.56319,139.90372,65,0,32,0
simple-baseline,4.0,1,59,200,2.8564465411473066,2.56138,2.63278,2.85489,139.57035,66,0,32,0
simple-baseline,4.0,1,60,200,3.0751334170345217,2.79595,2.84977,3.07134,139.90901,64,0,32,0
simple-baseline,4.0,1,61,200,3.3541391659528017,2.97684,3.04831,3.33932,106.52563,65,0,32,0
simple-baseline,4.0,1,62,200,2.4307758749928325,2.07253,2.12828,2.42793,103.45363,62,0,32,0
simple-baseline,4.0,1,63,200,2.7048982500564307,2.36622,2.42218,2.70274,110.49031,62,0,32,0
simple-baseline,4.0,1,64,200,2.3856435420457274,2.02362,2.07761,2.3823,101.74072,64,0,32,0
simple-baseline,4.0,1,65,200,2.684374500066042,2.28587,2.37137,2.6735,102.60502,65,0,32,0
simple-baseline,4.0,1,66,200,2.8261541249230504,2.50594,2.5598,2.8226,117.9614,63,0,32,0
simple-baseline,4.0,1,67,200,2.8938847919926047,2.52904,2.58278,2.89141,100.44295,63,0,32,0
simple-baseline,4.0,1,68,200,3.2550135001074523,2.88181,2.95372,3.25235,103.80885,65,0,32,0
simple-baseline,4.0,1,69,200,3.5263033751398325,3.20514,3.25961,3.52306,117.67015,63,0,32,0
simple-baseline,4.0,1,70,200,3.8117128328885883,3.43227,3.50268,3.8075,101.70093,65,0,32,0
simple-baseline,4.0,2,0,200,0.3473513750359416,0.00088,0.05311,0.33915,108.37659,63,0,32,0
simple-baseline,4.0,2,1,200,0.5312939169816673,0.24356,0.29945,0.5279,135.69699,64,0,32,0
simple-baseline,4.0,2,2,200,0.8600871248636395,0.51596,0.56955,0.85146,109.96607,61,0,32,0
simple-baseline,4.0,2,3,200,1.1880189161747694,0.8541,0.90608,1.18287,111.9951,61,0,32,0
simple-baseline,4.0,2,4,200,1.4929111660458148,1.16961,1.22308,1.4794,120.94615,63,0,32,0
simple-baseline,4.0,2,5,200,1.6077842079102993,1.26301,1.31249,1.60311,106.66758,64,0,32,0
simple-baseline,4.0,2,6,200,1.0076419168617576,0.72475,0.77849,1.00007,139.9063,62,0,32,0
simple-baseline,4.0,2,7,200,1.2846810829360038,0.99935,1.05366,1.27731,138.60856,62,0,32,0
simple-baseline,4.0,2,8,200,1.5363583341240883,1.25404,1.30761,1.53252,137.83485,64,0,32,0
simple-baseline,4.0,2,9,200,1.3687857501208782,1.08909,1.14318,1.3644,140.13239,62,0,32,0
simple-baseline,4.0,2,10,200,1.2712617500219494,0.9763,1.04788,1.2693,140.00252,65,0,32,0
simple-baseline,4.0,2,11,200,1.4789582919329405,1.17919,1.25124,1.47689,137.38323,66,0,32,0
simple-baseline,4.0,2,12,200,1.5817641660105437,1.28794,1.34181,1.57991,130.19771,64,0,32,0
simple-baseline,4.0,2,13,200,1.4217789168469608,1.1274,1.19869,1.42004,140.05215,65,0,32,0
simple-baseline,4.0,2,14,200,1.5294128330424428,1.25006,1.30452,1.52711,139.26909,62,0,32,0
simple-baseline,4.0,2,15,200,1.7195658748969436,1.44275,1.49668,1.71803,140.05167,62,0,32,0
simple-baseline,4.0,2,16,200,1.3359701670706272,1.05884,1.11275,1.3341,140.05083,64,0,32,0
simple-baseline,4.0,2,17,200,1.5593892498873174,1.26515,1.33631,1.55756,140.11693,65,0,32,0
simple-baseline,4.0,2,18,200,1.776578125078231,1.47238,1.52668,1.77373,125.4798,63,0,32,0
simple-baseline,4.0,2,19,200,1.923015666892752,1.5834,1.637,1.92069,109.27353,63,0,32,0
simple-baseline,4.0,2,20,200,2.1441522501409054,1.73524,1.80659,2.13707,93.80495,65,0,32,0
simple-baseline,4.0,2,21,200,2.1122497918549925,1.76747,1.83101,2.09617,116.90977,63,0,32,0
simple-baseline,4.0,2,22,200,1.683309500105679,1.2806,1.35957,1.67999,96.74739,65,0,32,0
simple-baseline,4.0,2,23,200,1.9900595829822123,1.61523,1.70042,1.98685,108.22856,66,0,32,0
simple-baseline,4.0,2,24,200,2.255879499949515,1.90939,1.96239,2.24866,108.29102,64,0,32,0
simple-baseline,4.0,2,25,200,2.265523249981925,1.87201,1.9447,2.26138,97.89043,65,0,32,0
simple-baseline,4.0,2,26,200,2.0726592079736292,1.74129,1.79523,2.06855,113.42094,62,0,32,0
simple-baseline,4.0,2,27,200,2.291079542133957,1.96485,2.02376,2.28842,117.13383,62,0,32,0
simple-baseline,4.0,2,28,200,2.2422650828957558,1.9605,2.01435,2.238,138.61411,64,0,32,0
simple-baseline,4.0,2,29,200,1.4692651671357453,1.17433,1.24547,1.46673,140.10679,65,0,32,0
simple-baseline,4.0,2,30,200,1.732591541018337,1.4553,1.5089,1.72984,140.30588,63,0,32,0
simple-baseline,4.0,2,31,200,1.9730423330329359,1.69164,1.74582,1.96593,140.84483,63,0,32,0
simple-baseline,4.0,2,32,200,1.36448841704987,1.07106,1.14196,1.36281,140.36531,65,0,32,0
simple-baseline,4.0,2,33,200,1.5111397090367973,1.2325,1.28653,1.50899,139.35136,63,0,32,0
simple-baseline,4.0,2,34,200,1.599767915904522,1.29014,1.36131,1.59778,131.0909,65,0,32,0
simple-baseline,4.0,2,35,200,1.872151041869074,1.57459,1.647,1.86956,139.29149,66,0,32,0
simple-baseline,4.0,2,36,200,1.8672309590037912,1.59203,1.64534,1.86482,141.24557,64,0,32,0
simple-baseline,4.0,2,37,200,1.4620021670125425,1.16923,1.24008,1.4602,140.82934,65,0,32,0
simple-baseline,4.0,2,38,200,1.6496476249303669,1.37193,1.42667,1.64777,140.20697,62,0,32,0
simple-baseline,4.0,2,39,200,1.8353694160468876,1.55994,1.61421,1.83326,141.5167,62,0,32,0
simple-baseline,4.0,2,40,200,1.9514664160087705,1.67255,1.72602,1.94938,138.78355,64,0,32,0
simple-baseline,4.0,2,41,200,2.2375571250449866,1.93853,2.0095,2.2301,140.52767,65,0,32,0
simple-baseline,4.0,2,42,200,2.3714001250918955,2.09163,2.14536,2.36671,140.05233,63,0,32,0
simple-baseline,4.0,2,43,200,2.473547166911885,2.19554,2.24987,2.47139,139.94424,63,0,32,0
simple-baseline,4.0,2,44,200,2.4700187919661403,2.17556,2.24696,2.4677,140.43207,65,0,32,0
simple-baseline,4.0,2,45,200,2.6509444580879062,2.37267,2.42704,2.64762,140.53975,63,0,32,0
simple-baseline,4.0,2,46,200,2.876732625067234,2.57857,2.65046,2.87321,139.17054,65,0,32,0
simple-baseline,4.0,2,47,200,3.168249333044514,2.79779,2.86912,3.13787,115.35054,66,0,32,0
simple-baseline,4.0,2,48,200,3.435486458009109,3.09024,3.16277,3.43135,115.42176,64,0,32,0
simple-baseline,4.0,2,49,200,3.3882688749581575,3.09779,3.17034,3.38628,143.56017,65,0,32,0
simple-baseline,4.0,2,50,200,3.5559154159855098,3.25728,3.3113,3.55125,129.19026,62,0,32,0
simple-baseline,4.0,2,51,200,3.7771623339504004,3.40997,3.46363,3.77292,100.22782,62,0,32,0
simple-baseline,4.0,2,52,200,4.101951624965295,3.71487,3.76787,4.08981,96.28959,64,0,32,0
simple-baseline,4.0,2,53,200,4.262406582944095,3.90764,3.98265,4.25881,112.25678,65,0,32,0
simple-baseline,4.0,2,54,200,4.603708083042875,4.23112,4.28381,4.59795,98.68183,63,0,32,0
simple-baseline,4.0,2,55,200,4.728130082832649,4.32884,4.38479,4.69923,98.5877,63,0,32,0
simple-baseline,4.0,2,56,200,4.829578417120501,4.45451,4.53598,4.82286,108.06172,65,0,32,0
