label,offered_qps,run,idx,status,wall_s,queue_time_s,ttft_s,total_time_s,output_tps,prompt_tokens,cached_prompt_tokens,generated_tokens,preemptions
continuous,3.0,0,18,200,0.3554464168846607,0.00163,0.04903,0.34395,105.11188,63,48,32,0
continuous,3.0,0,19,200,0.41693316702730954,0.001,0.04551,0.40987,85.0787,63,32,32,0
continuous,3.0,0,20,200,0.5262989168986678,0.0057,0.05176,0.51983,66.22887,65,48,32,0
continuous,3.0,0,21,200,0.8576164159458131,0.00211,0.04877,0.85495,38.45305,63,32,32,0
continuous,3.0,0,22,200,0.83881716709584,0.00381,0.05748,0.83623,39.80748,65,48,32,0
continuous,3.0,0,23,200,0.8652842498850077,0.01007,0.0882,0.86176,40.07447,66,32,32,0
continuous,3.0,0,24,200,0.8903360420372337,0.01512,0.0658,0.88828,37.69086,64,48,32,0
continuous,3.0,0,25,200,0.8733482079114765,0.02717,0.08244,0.86938,39.3932,65,48,32,0
continuous,3.0,0,26,200,0.8497608751058578,0.04524,0.09899,0.84638,41.47741,62,32,32,0
continuous,3.0,0,27,200,0.40481658303178847,0.00629,0.0611,0.40268,90.75682,62,32,32,0
continuous,3.0,0,28,200,0.5941532501019537,0.00063,0.06,0.59038,58.44888,64,48,32,0
continuous,3.0,0,29,200,0.7292120410129428,0.00853,0.05944,0.71883,47.01332,65,48,32,0
continuous,3.0,0,30,200,0.6832552920095623,0.00075,0.06092,0.67748,50.27932,63,48,32,0
continuous,3.0,0,31,200,0.47543891705572605,0.01628,0.06787,0.46767,77.5395,63,32,32,0
continuous,3.0,0,32,200,0.6013504171278328,0.00086,0.04752,0.59622,56.49732,65,48,32,0
continuous,3.0,0,33,200,0.6754928748123348,0.00532,0.05513,0.67064,50.36512,63,32,32,0
continuous,3.0,0,34,200,0.5904233339242637,0.00296,0.05544,0.58225,58.84399,65,48,32,0
continuous,3.0,0,35,200,0.4989206250756979,0.00084,0.06301,0.4908,72.46541,66,32,32,0
continuous,3.0,0,36,200,0.5771886250004172,0.00698,0.06008,0.57149,60.61669,64,48,32,0
continuous,3.0,0,37,200,0.40308025013655424,0.01378,0.07159,0.39413,96.1118,65,48,32,0
continuous,3.0,0,38,200,0.47367358300834894,0.00183,0.04357,0.46883,72.89613,62,32,32,0
continuous,3.0,0,39,200,0.49906591698527336,0.0051,0.05673,0.49655,70.48397,62,32,32,0
continuous,3.0,0,40,200,0.4407314171548933,0.00379,0.04883,0.43869,79.51734,64,48,32,0
continuous,3.0,0,41,200,0.3694200830068439,0.00602,0.05038,0.36741,97.78256,65,48,32,0
continuous,3.0,0,42,200,0.4956664589699358,0.00154,0.0553,0.4773,73.46083,63,48,32,0
continuous,3.0,0,43,200,0.570524875074625,0.00095,0.04603,0.56642,59.57147,63,32,32,0
continuous,3.0,0,44,200,0.5080331249628216,0.00809,0.06825,0.50459,71.04629,65,48,32,0
continuous,3.0,0,45,200,0.3517694999463856,0.00076,0.04493,0.34393,103.68111,63,32,32,0
continuous,3.0,0,46,200,0.3365019999910146,0.00138,0.04933,0.32942,110.68134,65,48,32,0
continuous,3.0,1,0,200,0.8189929579384625,0.00039,0.04015,0.81694,39.90766,63,48,32,0
continuous,3.0,1,1,200,0.8131177080795169,0.00764,0.05293,0.81104,40.89098,64,48,32,0
continuous,3.0,1,2,200,0.8672315420117229,0.00582,0.0572,0.86498,38.37677,61,32,32,0
continuous,3.0,1,3,200,0.8512863330543041,0.0202,0.06875,0.84687,39.83968,61,32,32,0
continuous,3.0,1,4,200,0.8332772920839489,0.00524,0.06686,0.82917,40.66548,63,48,32,0
continuous,3.0,1,5,200,0.79914112505503,0.00625,0.063,0.79728,42.21851,64,48,32,0
continuous,3.0,1,6,200,0.7602943750098348,0.00527,0.05472,0.75862,44.04071,62,48,32,0
